aX,aY,aZ,gX,gY,gZ
0.116,-0.282,0.876,-7.935,-1.404,2.258
0.113,-0.281,0.880,-4.700,-3.113,1.526
0.113,-0.284,0.896,-1.953,-4.517,0.854
0.113,-0.287,0.909,-0.854,-4.822,1.160
0.112,-0.283,0.919,-0.488,-3.723,1.648
0.112,-0.283,0.928,-0.916,-1.465,2.014
0.113,-0.289,0.928,-1.709,0.916,2.502
0.112,-0.286,0.919,-2.014,2.991,3.296
0.104,-0.278,0.907,-1.648,3.784,3.540
0.107,-0.271,0.899,-0.610,3.357,2.686
0.113,-0.279,0.903,0.305,1.953,1.160
0.119,-0.287,0.916,1.099,0.183,0.183
0.119,-0.286,0.922,1.404,-0.916,0.366
0.121,-0.281,0.921,1.038,-1.038,0.549
0.125,-0.280,0.921,1.221,-1.160,0.671
0.120,-0.275,0.924,2.014,-0.977,0.977
0.117,-0.271,0.926,2.686,-0.549,1.099
0.110,-0.268,0.923,3.296,0.122,0.916
0.106,-0.264,0.923,4.517,-0.061,0.488

0.558,-2.135,0.957,554.810,-130.981,-120.117
0.447,-2.107,1.605,457.764,-170.227,-48.767
0.403,-1.943,2.045,370.850,-150.696,21.362
0.249,-1.792,2.039,286.987,-79.773,79.224
0.042,-1.593,1.705,206.665,-0.671,114.136
-0.196,-1.507,1.173,128.601,46.631,125.183
-0.384,-1.349,0.689,64.758,49.438,117.615
-0.455,-1.219,0.364,11.475,27.222,90.271
-0.442,-1.188,0.192,-27.222,-0.488,48.889
-0.337,-1.170,0.159,-45.776,-21.179,8.789
-0.219,-1.179,0.228,-48.950,-31.433,-18.860
-0.093,-1.182,0.335,-43.945,-29.724,-28.442
-0.010,-1.173,0.414,-35.339,-18.250,-21.301
0.031,-1.148,0.443,-28.442,-1.892,-4.333
0.018,-1.103,0.421,-26.672,13.245,17.029
-0.039,-1.052,0.355,-27.161,25.879,35.950
-0.087,-0.979,0.256,-28.687,35.461,46.509
-0.115,-0.931,0.167,-32.898,39.490,47.424
-0.127,-0.898,0.091,-38.574,36.438,40.222
-0.116,-0.876,0.042,-43.030,28.076,27.649
-0.086,-0.866,0.020,-46.143,18.005,11.719
-0.040,-0.878,0.028,-48.035,8.484,-3.906
0.008,-0.905,0.059,-49.988,-0.793,-16.907
0.040,-0.932,0.107,-52.185,-9.277,-25.024
0.069,-0.958,0.159,-53.528,-13.794,-28.687
0.094,-0.984,0.204,-54.016,-13.245,-28.198
0.116,-1.005,0.240,-54.749,-10.925,-23.682
0.122,-1.028,0.276,-57.190,-8.362,-15.808
0.119,-1.046,0.318,-61.218,-6.531,-6.653
0.095,-1.055,0.349,-66.101,-3.967,2.991
0.050,-1.059,0.365,-71.289,1.404,12.146
0.024,-1.045,0.360,-74.768,7.996,18.433
-0.001,-1.044,0.357,-78.674,12.817,21.912
-0.014,-1.037,0.361,-83.252,13.733,23.193
-0.027,-1.020,0.378,-88.257,10.437,23.010
-0.036,-1.000,0.405,-93.811,6.226,21.057
-0.033,-0.985,0.433,-100.159,3.601,18.555
-0.009,-0.965,0.470,-106.689,2.563,15.808
0.001,-0.967,0.500,-113.586,1.953,12.268
0.032,-0.949,0.514,-121.216,2.930,11.780
0.070,-0.960,0.541,-130.127,5.371,14.038
0.086,-0.969,0.558,-137.085,8.972,17.090
0.065,-0.983,0.570,-140.747,14.709,23.499
0.051,-0.975,0.553,-139.465,22.827,32.288
0.044,-0.957,0.534,-132.874,32.654,39.124
0.031,-0.943,0.516,-124.207,41.199,42.969
0.023,-0.909,0.501,-113.708,46.448,45.288
0.022,-0.874,0.501,-104.309,49.133,45.471
0.025,-0.845,0.517,-96.313,49.316,44.861
0.049,-0.821,0.550,-91.309,48.218,43.579
0.070,-0.795,0.584,-90.515,45.349,41.931
0.079,-0.763,0.624,-93.628,41.626,40.161
0.084,-0.758,0.653,-100.281,38.696,38.391
0.097,-0.728,0.672,-107.666,37.659,35.706
0.082,-0.755,0.653,-113.647,36.621,31.250
0.095,-0.732,0.618,-116.394,34.729,26.428
0.103,-0.724,0.589,-117.188,29.358,21.484
0.120,-0.726,0.590,-116.272,20.935,16.418
0.134,-0.709,0.583,-112.854,12.329,12.634
0.152,-0.692,0.599,-108.093,4.944,10.254
0.161,-0.677,0.626,-103.821,-0.610,8.850
0.163,-0.661,0.662,-100.037,-2.197,8.057
0.165,-0.638,0.690,-95.947,-0.732,8.606
0.170,-0.619,0.721,-91.858,3.845,10.376
0.171,-0.606,0.760,-89.233,10.132,12.573
0.169,-0.601,0.805,-89.539,16.968,15.381
0.157,-0.571,0.816,-91.553,23.621,18.738
0.137,-0.568,0.800,-94.727,30.151,20.264
0.127,-0.547,0.763,-95.459,33.447,19.165
0.120,-0.540,0.725,-94.971,30.151,17.822
0.120,-0.522,0.693,-91.736,21.912,14.893
0.145,-0.492,0.683,-87.219,10.803,10.559
0.162,-0.486,0.709,-84.717,-1.892,5.615
0.175,-0.489,0.753,-83.313,-12.878,1.770
0.185,-0.474,0.800,-82.764,-20.996,0.061
0.190,-0.462,0.853,-84.106,-24.231,0.000
0.187,-0.447,0.889,-87.036,-22.888,1.099
0.172,-0.430,0.907,-90.027,-18.005,3.052
0.154,-0.410,0.908,-91.614,-11.047,4.456
0.142,-0.409,0.899,-91.248,-3.967,4.578
0.136,-0.395,0.859,-87.769,1.953,4.456
0.142,-0.374,0.830,-81.116,3.662,3.052
0.148,-0.365,0.813,-74.707,0.610,1.160
0.144,-0.354,0.807,-68.909,-5.249,-0.183
0.158,-0.332,0.832,-63.416,-11.475,-2.136
0.167,-0.330,0.856,-59.998,-16.968,-4.395
0.178,-0.335,0.885,-58.655,-20.081,-5.005
0.184,-0.336,0.919,-57.800,-20.874,-4.395
0.179,-0.328,0.945,-57.861,-19.348,-2.502
0.168,-0.317,0.954,-58.411,-15.320,-0.488
0.159,-0.307,0.938,-57.861,-10.681,0.610
0.153,-0.292,0.909,-54.749,-7.385,1.648
0.154,-0.273,0.904,-49.500,-5.615,2.258
0.148,-0.260,0.902,-43.945,-4.211,2.686
0.134,-0.247,0.907,-39.001,-3.540,2.686
0.137,-0.245,0.921,-34.241,-2.991,1.160
0.143,-0.229,0.931,-32.410,-2.502,-0.854
0.142,-0.238,0.921,-32.410,-2.625,-2.380
0.145,-0.229,0.898,-31.494,-3.906,-3.235
0.150,-0.237,0.892,-28.748,-6.348,-3.784
0.154,-0.228,0.896,-25.085,-9.094,-3.052
0.157,-0.232,0.911,-21.484,-11.047,-2.380
0.160,-0.239,0.930,-18.127,-11.292,-1.404
0.154,-0.237,0.947,-14.954,-9.277,1.038
0.148,-0.228,0.951,-12.329,-5.981,3.784
0.140,-0.216,0.945,-9.888,-1.892,5.554
0.127,-0.203,0.933,-7.141,1.709,6.104
0.119,-0.191,0.924,-4.578,3.723,5.249
0.123,-0.195,0.930,-2.502,3.662,3.540
0.121,-0.195,0.941,-1.648,2.319,2.319
0.118,-0.195,0.944,-2.258,0.916,1.343
0.122,-0.193,0.937,-2.991,0.244,-0.061
0.124,-0.199,0.929,-3.357,-0.244,-0.977
0.131,-0.204,0.922,-2.747,-0.916,-1.526
0.137,-0.208,0.919,-0.854,-1.709,-1.404
0.139,-0.207,0.924,1.465,-2.441,-0.549
0.140,-0.208,0.941,3.174,-2.869,0.732
0.138,-0.209,0.957,3.723,-2.014,1.770
0.139,-0.211,0.960,3.540,-0.793,2.747

0.583,-1.988,0.114,688.354,-85.022,-152.771
0.616,-2.086,0.760,593.933,-147.644,-93.689
0.404,-1.910,1.417,486.511,-183.044,-23.865
0.360,-1.631,1.697,400.330,-141.174,29.907
0.197,-1.522,1.443,319.885,-47.852,47.363
0.047,-1.428,1.005,237.000,8.057,42.542
-0.158,-1.359,0.619,148.560,3.235,25.513
-0.245,-1.295,0.407,75.806,-26.245,-6.042
-0.231,-1.344,0.339,25.452,-48.340,-48.218
-0.135,-1.426,0.367,-5.615,-58.838,-83.740
-0.030,-1.496,0.458,-22.766,-63.416,-98.328
0.031,-1.526,0.557,-32.959,-59.265,-90.332
0.042,-1.518,0.600,-35.461,-42.236,-66.895
0.024,-1.489,0.574,-33.081,-16.296,-36.438
0.003,-1.427,0.498,-30.823,9.033,-5.615
-0.018,-1.351,0.440,-32.776,25.879,20.264
-0.071,-1.292,0.403,-41.321,33.630,38.696
-0.105,-1.216,0.351,-53.467,37.231,49.072
-0.109,-1.159,0.295,-65.918,38.940,51.575
-0.096,-1.088,0.233,-77.759,37.231,48.584
-0.071,-1.024,0.190,-87.219,32.837,41.565
-0.017,-0.977,0.176,-96.802,27.222,32.837
0.037,-0.954,0.176,-105.652,21.118,22.888
0.090,-0.946,0.188,-115.417,15.259,14.587
0.152,-0.952,0.221,-126.282,10.193,10.925
0.189,-0.964,0.254,-136.047,7.202,9.033
0.212,-0.985,0.277,-145.813,7.080,10.742
0.190,-1.000,0.279,-153.320,10.620,12.939
0.158,-1.008,0.273,-154.480,16.602,15.930
0.111,-1.021,0.241,-151.123,22.705,18.738
0.089,-1.012,0.213,-142.029,26.611,21.606
0.060,-1.003,0.213,-130.371,25.513,22.705
0.076,-0.966,0.247,-117.371,21.179,22.461
0.095,-0.930,0.316,-108.032,14.160,22.583
0.098,-0.914,0.385,-104.370,7.446,23.621
0.109,-0.883,0.443,-104.553,4.272,25.940
0.113,-0.890,0.465,-106.384,5.554,27.039
0.114,-0.873,0.470,-108.887,9.460,26.123
0.120,-0.860,0.459,-111.267,13.977,27.039
0.117,-0.859,0.449,-112.976,16.541,26.306
0.109,-0.859,0.454,-110.840,18.127,23.560
0.105,-0.844,0.462,-105.469,18.799,22.156
0.109,-0.827,0.481,-98.816,18.555,22.766
0.110,-0.817,0.513,-92.590,17.944,25.757
0.099,-0.795,0.542,-86.609,18.921,29.236
0.094,-0.766,0.560,-82.031,21.973,32.104
0.100,-0.751,0.580,-78.308,25.757,33.081
0.119,-0.737,0.612,-77.637,28.259,33.447
0.136,-0.716,0.649,-81.726,28.259,33.875
0.161,-0.677,0.694,-92.529,27.283,35.400
0.135,-0.699,0.719,-107.788,26.062,33.386
0.130,-0.697,0.706,-122.192,25.879,29.541
0.113,-0.701,0.652,-131.165,24.963,23.682
0.117,-0.676,0.577,-135.193,20.752,17.334
0.127,-0.668,0.529,-134.094,11.597,12.085
0.136,-0.649,0.530,-129.211,-1.892,8.362
0.142,-0.628,0.585,-120.972,-14.099,5.859
0.152,-0.602,0.657,-112.366,-20.996,4.028
0.150,-0.579,0.734,-105.713,-20.813,3.723
0.141,-0.569,0.807,-101.563,-15.259,4.700
0.136,-0.553,0.857,-99.976,-6.104,6.653
0.122,-0.540,0.878,-101.685,4.150,8.728
0.116,-0.548,0.868,-106.262,12.573,10.498
0.111,-0.548,0.820,-108.276,15.686,9.155
0.111,-0.530,0.767,-108.887,11.902,6.897
0.117,-0.506,0.718,-110.718,0.549,6.531
0.120,-0.497,0.698,-110.474,-16.541,4.028
0.134,-0.474,0.714,-106.018,-34.363,0.366
0.151,-0.454,0.770,-99.243,-47.058,-3.662
0.168,-0.450,0.833,-93.201,-50.598,-5.920
0.177,-0.453,0.890,-86.975,-44.922,-5.493
0.169,-0.442,0.931,-81.299,-33.264,-2.625
0.148,-0.424,0.943,-75.745,-18.982,2.197
0.131,-0.403,0.939,-70.251,-4.883,6.348
0.113,-0.391,0.927,-66.162,5.493,9.094
0.092,-0.384,0.893,-62.256,10.864,10.071
0.097,-0.346,0.864,-56.580,10.742,8.911
0.098,-0.350,0.850,-51.880,5.371,5.432
0.114,-0.341,0.855,-47.852,-2.930,2.686
0.136,-0.351,0.882,-44.373,-11.230,0.549
0.144,-0.350,0.917,-43.152,-17.517,0.000
0.150,-0.337,0.929,-42.358,-18.982,0.610
0.147,-0.336,0.941,-41.809,-16.663,2.014
0.145,-0.325,0.935,-39.978,-12.512,3.418
0.136,-0.303,0.928,-36.926,-8.179,5.310
0.124,-0.293,0.927,-33.081,-4.822,6.409
0.113,-0.283,0.930,-28.992,-1.953,7.019
0.111,-0.276,0.931,-24.475,0.916,6.592
0.111,-0.270,0.931,-19.775,3.967,5.432
0.103,-0.270,0.924,-14.832,6.836,4.333
0.107,-0.265,0.903,-8.911,9.033,3.479
0.115,-0.256,0.891,-3.296,9.338,2.563
0.122,-0.269,0.895,0.671,7.446,1.831
0.136,-0.286,0.915,2.930,4.761,1.465
0.142,-0.294,0.943,2.319,2.686,3.296
0.142,-0.294,0.952,-0.732,1.587,5.859
0.142,-0.291,0.942,-4.395,1.648,7.874
0.137,-0.282,0.932,-6.836,2.502,9.460
0.124,-0.276,0.932,-7.263,3.174,9.521
0.125,-0.267,0.926,-6.531,3.662,8.240
0.123,-0.266,0.920,-4.578,4.333,6.470
0.125,-0.263,0.924,-1.648,4.456,5.005
0.128,-0.266,0.935,0.366,4.211,4.089
0.127,-0.264,0.943,1.282,4.456,3.845
0.119,-0.257,0.944,1.526,4.578,3.662
0.117,-0.255,0.949,0.732,4.700,3.174
0.120,-0.257,0.953,-0.305,4.272,2.441
0.126,-0.263,0.950,-1.831,4.089,2.197
0.127,-0.263,0.946,-2.808,4.272,2.502
0.128,-0.261,0.944,-2.563,4.272,2.625
0.129,-0.260,0.933,-2.075,4.517,2.014
0.131,-0.258,0.923,-0.793,4.517,1.160
0.126,-0.254,0.915,1.709,4.028,-0.427
0.132,-0.251,0.915,4.700,2.991,-1.526
0.131,-0.255,0.926,6.775,1.465,-2.136
0.135,-0.259,0.942,7.568,1.221,-2.441
0.141,-0.277,0.961,6.653,1.953,-2.258
0.146,-0.274,0.971,4.211,3.540,-0.793
0.149,-0.275,0.963,0.610,5.737,1.038

0.077,-1.967,-1.132,796.509,-13.245,-193.726
0.379,-2.178,-0.721,827.698,-51.270,-167.603
0.538,-2.323,-0.143,800.171,-95.581,-114.563
0.566,-2.286,0.677,731.873,-133.789,-42.053
0.660,-2.099,1.400,658.142,-124.695,35.156
0.599,-1.846,1.765,577.515,-65.063,100.464
0.368,-1.543,1.748,473.389,4.822,148.621
-0.041,-1.250,1.364,343.811,43.579,165.039
-0.435,-1.028,0.810,213.257,45.166,136.475
-0.646,-0.940,0.321,100.220,20.264,68.237
-0.686,-1.043,0.019,12.573,-15.320,-26.062
-0.549,-1.265,-0.012,-43.091,-50.720,-116.577
-0.292,-1.502,0.127,-70.129,-73.975,-177.490
-0.039,-1.685,0.302,-76.111,-77.637,-194.580
0.143,-1.783,0.394,-70.801,-60.120,-171.631
0.234,-1.781,0.344,-57.556,-28.625,-123.901
0.247,-1.716,0.206,-43.396,2.136,-67.566
0.195,-1.593,0.059,-34.363,19.531,-15.381
0.109,-1.462,-0.036,-29.175,25.330,23.132
0.053,-1.333,-0.105,-24.658,28.809,44.617
0.032,-1.220,-0.138,-22.888,30.579,49.805
0.042,-1.125,-0.148,-25.208,28.320,43.396
0.065,-1.054,-0.143,-30.640,22.156,30.884
0.101,-1.002,-0.121,-38.574,14.038,16.907
0.126,-0.966,-0.101,-45.288,7.263,5.127
0.154,-0.944,-0.079,-50.842,2.991,-2.808
0.193,-0.952,-0.048,-56.946,-1.221,-6.470
0.216,-0.967,0.004,-66.101,-7.935,-5.981
0.205,-0.987,0.072,-76.660,-14.526,-1.526
0.176,-1.008,0.123,-85.266,-15.076,5.371
0.131,-1.041,0.155,-91.614,-9.888,12.939
0.087,-1.061,0.158,-97.717,-4.700,20.691
0.064,-1.073,0.175,-104.065,-2.197,26.855
0.033,-1.085,0.203,-111.877,-3.235,29.724
0.011,-1.098,0.231,-121.277,-4.578,30.640
0.015,-1.092,0.260,-131.592,-5.554,30.457
0.017,-1.103,0.285,-141.907,-6.592,28.381
0.038,-1.079,0.296,-150.757,-7.263,25.330
0.064,-1.066,0.318,-160.278,-7.446,24.719
0.079,-1.050,0.345,-169.128,-6.409,24.353
0.129,-1.048,0.388,-177.979,-2.991,25.269
0.135,-1.046,0.444,-189.331,-0.671,28.687
0.132,-1.038,0.479,-200.928,2.380,35.217
0.092,-1.044,0.484,-206.909,10.437,39.063
0.069,-1.042,0.449,-206.421,24.048,43.091
0.036,-1.016,0.370,-198.242,38.025,47.974
0.022,-0.984,0.281,-183.411,49.377,51.697
0.031,-0.946,0.224,-164.246,54.688,53.345
0.050,-0.896,0.227,-142.456,53.833,52.795
0.080,-0.855,0.280,-124.023,49.927,50.842
0.108,-0.822,0.369,-110.718,44.556,49.438
0.120,-0.791,0.460,-103.455,40.405,48.645
0.121,-0.755,0.519,-100.647,39.856,46.936
0.124,-0.734,0.553,-102.905,40.771,44.373
0.136,-0.717,0.575,-109.375,41.260,41.199
0.113,-0.702,0.562,-115.906,40.344,37.659
0.095,-0.676,0.526,-118.958,38.269,33.569
0.094,-0.645,0.496,-118.347,34.363,27.832
0.104,-0.637,0.480,-113.647,27.893,20.691
0.115,-0.646,0.482,-106.323,18.738,14.465
0.127,-0.639,0.502,-97.595,8.362,10.742
0.147,-0.637,0.568,-88.867,-0.916,8.240
0.160,-0.633,0.659,-83.130,-6.104,6.592
0.167,-0.630,0.720,-81.482,-5.554,5.920
0.170,-0.627,0.749,-82.825,-0.488,5.615
0.182,-0.631,0.755,-86.975,5.920,4.822
0.182,-0.644,0.737,-91.370,11.047,4.517
0.181,-0.625,0.704,-94.177,12.085,5.188
0.174,-0.606,0.692,-94.482,9.216,4.456
0.176,-0.592,0.698,-93.567,4.028,2.686
0.166,-0.576,0.700,-91.553,-1.343,1.282
0.160,-0.560,0.703,-86.731,-5.798,-1.282
0.169,-0.550,0.723,-79.529,-9.338,-4.578
0.177,-0.553,0.746,-71.960,-11.902,-6.470
0.188,-0.544,0.790,-64.941,-12.695,-7.568
0.197,-0.548,0.828,-61.523,-10.254,-7.263
0.199,-0.545,0.854,-59.814,-5.005,-6.226
0.205,-0.534,0.872,-59.387,1.770,-5.127
0.199,-0.522,0.882,-61.340,7.935,-3.723
0.195,-0.507,0.884,-66.772,11.597,-2.930
0.198,-0.498,0.859,-75.256,11.475,-3.113
0.193,-0.486,0.812,-83.618,5.676,-4.150
0.192,-0.466,0.763,-87.463,-5.249,-5.188
0.199,-0.445,0.732,-86.548,-19.165,-6.958
0.204,-0.428,0.755,-80.750,-32.959,-8.789
0.214,-0.400,0.804,-73.669,-41.687,-10.376
0.211,-0.411,0.868,-67.810,-41.626,-11.780
0.215,-0.410,0.905,-62.500,-33.813,-11.536
0.213,-0.415,0.913,-57.983,-20.935,-9.460
0.218,-0.418,0.916,-53.894,-8.179,-6.653
0.221,-0.420,0.918,-51.880,1.221,-3.601
0.211,-0.416,0.915,-52.673,7.019,0.183
0.189,-0.393,0.874,-55.725,7.263,2.930
0.184,-0.354,0.825,-59.753,0.061,2.808
0.178,-0.335,0.804,-62.805,-13.123,-0.061
0.187,-0.327,0.813,-64.026,-28.687,-3.357
0.194,-0.323,0.855,-62.683,-40.833,-5.310
0.179,-0.323,0.902,-59.570,-44.800,-5.798
0.176,-0.316,0.932,-53.833,-40.161,-5.859
0.175,-0.322,0.963,-46.753,-29.724,-4.883
0.176,-0.321,0.989,-40.283,-16.357,-1.953
0.166,-0.310,1.000,-36.804,-3.662,2.380
0.148,-0.298,0.998,-36.072,6.592,5.249
0.139,-0.281,0.969,-35.828,13.428,6.287
0.138,-0.268,0.926,-35.156,15.320,5.981
0.141,-0.258,0.891,-32.532,11.841,5.127
0.148,-0.244,0.875,-29.602,4.333,4.089
0.156,-0.235,0.886,-26.672,-4.333,2.441
0.162,-0.236,0.897,-24.658,-10.681,1.099
0.165,-0.246,0.914,-23.499,-14.343,0.732
0.164,-0.243,0.933,-22.888,-15.869,2.441
0.158,-0.242,0.943,-22.949,-14.343,4.456
0.146,-0.236,0.941,-22.400,-10.864,6.470
0.130,-0.221,0.943,-20.813,-7.141,7.690
0.116,-0.208,0.936,-18.555,-4.272,7.874
0.108,-0.196,0.916,-15.381,-1.892,7.019
0.114,-0.189,0.893,-10.315,-0.793,5.554
0.096,-0.173,0.900,-3.357,-0.244,2.991
0.112,-0.172,0.907,3.967,0.916,1.526

0.748,-1.913,-0.764,785.278,168.701,-143.860
0.791,-2.059,-0.207,766.418,57.739,-79.102
0.560,-1.954,0.431,708.557,-39.307,5.554
0.306,-1.691,1.001,639.771,-73.181,69.580
0.245,-1.440,1.247,572.754,-38.330,99.426
0.205,-1.335,1.193,495.972,20.020,97.717
0.095,-1.198,1.034,398.376,39.856,82.214
-0.065,-1.023,0.869,289.795,21.729,52.673
-0.125,-0.945,0.700,188.538,1.465,2.441
-0.063,-1.013,0.556,100.403,-12.451,-57.678
0.033,-1.178,0.501,28.076,-30.701,-105.896
0.099,-1.331,0.471,-21.301,-41.748,-129.089
0.152,-1.448,0.387,-45.898,-35.645,-128.906
0.222,-1.536,0.244,-49.561,-20.508,-110.168
0.290,-1.589,0.112,-38.208,-6.042,-75.867
0.286,-1.570,0.020,-15.381,9.399,-32.288
0.246,-1.507,-0.065,12.695,28.870,7.568
0.200,-1.422,-0.109,35.217,41.809,36.865
0.165,-1.313,-0.056,45.288,41.748,52.917
0.121,-1.182,0.044,39.612,34.546,55.359
0.090,-1.060,0.092,20.020,26.611,45.227
0.073,-0.973,0.078,-6.348,17.517,27.649
0.075,-0.921,0.047,-31.677,7.446,8.179
0.080,-0.887,0.015,-50.537,0.000,-8.240
0.085,-0.890,-0.001,-61.707,-5.005,-20.752
0.094,-0.907,0.017,-66.040,-8.301,-27.832
0.105,-0.935,0.056,-65.308,-8.484,-28.687
0.116,-0.965,0.081,-61.462,-4.883,-24.658
0.117,-0.987,0.081,-56.885,1.709,-17.395
0.101,-0.983,0.052,-52.551,8.240,-9.521
0.077,-0.969,0.006,-49.011,12.329,-4.761
0.054,-0.948,-0.038,-45.959,12.512,-4.089
0.054,-0.931,-0.060,-43.152,8.118,-7.690
0.076,-0.932,-0.037,-41.565,1.343,-14.282
0.102,-0.944,0.003,-41.443,-4.883,-20.752
0.127,-0.967,0.043,-42.358,-7.874,-24.658
0.152,-0.997,0.076,-43.213,-7.507,-25.269
0.173,-1.023,0.106,-44.006,-5.554,-22.278
0.182,-1.049,0.123,-43.457,-2.441,-15.991
0.178,-1.068,0.130,-41.016,1.770,-8.240
0.164,-1.070,0.137,-36.682,6.775,0.549
0.144,-1.063,0.129,-31.494,12.207,9.644
0.124,-1.040,0.112,-26.184,17.029,16.724
0.115,-1.013,0.117,-21.973,18.066,20.325
0.116,-0.999,0.137,-20.813,16.113,20.508
0.129,-0.988,0.165,-23.254,13.184,18.677
0.144,-0.985,0.186,-28.931,10.315,16.052
0.148,-0.979,0.183,-35.461,8.789,13.550
0.165,-0.974,0.179,-41.870,7.019,11.475
0.183,-0.979,0.183,-48.828,4.761,9.888
0.205,-0.988,0.201,-56.030,2.136,9.705
0.214,-0.993,0.229,-62.805,1.465,11.719
0.197,-1.011,0.238,-67.505,4.272,15.747
0.176,-1.004,0.204,-67.810,9.888,19.653
0.149,-0.996,0.161,-64.575,15.259,22.583
0.142,-0.981,0.134,-56.946,17.151,22.583
0.160,-0.970,0.155,-50.659,14.404,20.630
0.184,-0.971,0.213,-48.889,9.338,18.433
0.213,-0.952,0.280,-53.223,4.944,16.724
0.211,-0.967,0.334,-63.538,1.892,14.893
0.191,-0.958,0.350,-75.134,0.793,12.634
0.176,-0.955,0.344,-85.449,1.587,11.108
0.166,-0.963,0.328,-92.651,2.380,9.094
0.149,-0.964,0.320,-94.849,1.465,7.385
0.144,-0.959,0.320,-94.421,-0.671,8.484
0.131,-0.962,0.328,-89.233,-3.418,9.033
0.123,-0.950,0.339,-81.299,-5.066,10.986
0.136,-0.935,0.368,-72.266,-5.249,12.939
0.152,-0.934,0.417,-64.514,-4.822,14.709
0.151,-0.932,0.457,-59.875,-3.784,16.724
0.168,-0.917,0.478,-58.105,-0.305,18.738
0.169,-0.899,0.484,-58.289,4.883,18.372
0.186,-0.876,0.478,-60.303,9.583,17.029
0.189,-0.856,0.478,-65.430,10.498,16.724
0.181,-0.834,0.480,-72.144,8.362,16.113
0.167,-0.821,0.483,-77.637,6.042,14.282
0.162,-0.826,0.496,-80.566,5.005,11.597
0.141,-0.853,0.504,-82.886,3.967,10.498
0.134,-0.847,0.481,-82.458,3.662,11.475
0.136,-0.826,0.456,-76.050,3.723,10.681
0.137,-0.831,0.434,-68.359,3.052,8.911
0.166,-0.823,0.427,-58.472,1.282,7.385
0.202,-0.827,0.462,-50.049,-1.587,6.348
0.226,-0.824,0.516,-46.997,-4.456,6.714
0.240,-0.817,0.565,-50.354,-6.287,7.446
0.257,-0.805,0.596,-58.716,-6.470,7.690
0.247,-0.803,0.614,-70.068,-6.226,7.568
0.246,-0.799,0.618,-81.604,-5.859,7.507
0.228,-0.805,0.608,-90.637,-5.981,6.470
0.225,-0.802,0.598,-95.154,-5.920,4.883
0.207,-0.825,0.596,-96.008,-6.104,5.066
0.207,-0.806,0.599,-90.759,-5.554,7.141
0.208,-0.804,0.623,-83.557,-3.235,9.399
0.213,-0.784,0.638,-76.538,-0.122,12.268
0.216,-0.750,0.651,-70.801,3.174,14.832
0.209,-0.713,0.664,-67.505,5.920,16.296
0.199,-0.676,0.679,-67.505,6.653,16.418
0.196,-0.653,0.685,-71.838,4.456,14.893
0.190,-0.623,0.687,-79.773,-0.977,12.207
0.181,-0.631,0.691,-89.294,-9.277,7.690
0.185,-0.624,0.712,-98.206,-18.921,1.953
0.173,-0.620,0.717,-105.408,-27.283,-0.244
0.149,-0.612,0.734,-107.239,-31.738,-1.221
0.156,-0.606,0.746,-101.257,-30.090,-1.465
0.160,-0.598,0.755,-91.003,-23.621,-0.061
0.160,-0.580,0.759,-78.003,-14.282,2.869
0.160,-0.552,0.754,-64.331,-4.150,5.737
0.157,-0.532,0.754,-52.429,4.883,6.592
0.159,-0.525,0.752,-44.556,10.132,5.371
0.185,-0.532,0.755,-40.405,12.024,2.380
0.193,-0.542,0.766,-42.419,7.874,0.000
0.190,-0.548,0.770,-49.988,-1.282,-0.977
0.193,-0.545,0.779,-60.608,-12.390,-2.686
0.185,-0.533,0.776,-68.787,-24.414,-6.470
0.190,-0.529,0.781,-74.402,-35.034,-9.705
0.181,-0.517,0.792,-76.111,-42.419,-10.925
0.179,-0.508,0.814,-71.838,-43.518,-10.803
0.175,-0.505,0.846,-63.110,-37.598,-9.033
0.176,-0.500,0.860,-51.147,-26.123,-6.165

